aphiaID;parentAphiaID;acceptedAphiaID;name;scientificNameAuthorship;acceptedName;kingdom;phylum;class;order;family;genus;taxonRank;taxonomicStatus
374474;144132;374474;Sargassum cornigerum;Sonder, 1915;Sargassum cornigerum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
500215;144132;211988;Sargassum coriifolium;J.Agardh, 1889;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495387;144132;495387;Sargassum decaisnei;J.Agardh, 1848;Sargassum decaisnei;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495039;144132;836928;Sargassum decipiens;(R.Brown ex Turner) J.Agardh, 1873;Phyllotricha decipiens;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495040;144132;623861;Sargassum decurrens;(R.Brown ex Turner) C.Agardh, 1820;Sargassopsis decurrens;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
212001;144132;212001;Sargassum densifolium;Zanardini, 1858;Sargassum densifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495041;144132;495041;Sargassum desvauxii;(Mertens) C.Agardh, 1820;Sargassum desvauxii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495042;144132;495042;Sargassum distichum;Sonder, 1845;Sargassum distichum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
374189;144132;494899;Sargassum droserifolium;Bory de Saint-Vincent, 1828;Sargassum ilicifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
548053;144132;494899;Sargassum duplicatum;Bory de Saint-Vincent, 1828;Sargassum ilicifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
502388;144132;495310;Sargassum densum;Dickie, 1877;Sargassum polyphyllum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500151;144132;495044;Sargassum bracteolosum;J.Agardh, 1889;Sargassum fallax;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495007;144132;495007;Sargassum filifolium;(C.Agardh) C.Agardh, 1824;Sargassum filifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
707950;144132;707950;Sargassum erosum;J.Agardh, 1889;Sargassum erosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495030;144132;495030;Sargassum flavicans;(Mertens) C.Agardh, 1820;Sargassum flavicans;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
240498;144132;240498;Sargassum fissifolium;(Mertens) C.Agardh, 1823;Sargassum fissifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495009;144132;494865;Sargassum gaudichaudii;Montagne, 1842;Sargassum polycystum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
374623;144132;374623;Sargassum godeffroyi;Grunow, 1874;Sargassum godeffroyi;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494974;144132;494974;Sargassum herklotsii;Setchell, 1933;Sargassum herklotsii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
236148;144132;236149;Sargassum gracile;Greville, 1849;Sargassum capillare;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495011;144132;211988;Sargassum heterocystum;Montagne, 1842;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500835;144132;495091;Sargassum grande;J.Agardh, 1889;Sargassum paradoxum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495046;144132;239170;Sargassum grevillei;(C.Agardh ex Sonder) Kuntze, 1880;Cystophora grevillei;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495010;144132;495010;Sargassum granuliferum;C.Agardh, 1820;Sargassum granuliferum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
619363;144132;619363;Sargassum howeanum;A.H.S.Lucas, 1935;Sargassum howeanum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495024;144132;495024;Sargassum incanum;Grunow, 1915;Sargassum incanum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494980;144132;494980;Sargassum kuetzingii;Setchell, 1931;Sargassum kuetzingii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
374625;144132;374625;Sargassum leptopodum;Sonder, 1871;Sargassum leptopodum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495073;144132;495073;Sargassum lophocarpum;J.Agardh, 1889;Sargassum lophocarpum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
374527;144132;374527;Sargassum marginatum;(C.Agardh) J.Agardh, 1848;Sargassum marginatum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
555592;144132;555592;Sargassum microcystum;J.Agardh, 1848;Sargassum microcystum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
374627;144132;374627;Sargassum neurophorum;J.Agardh, 1889;Sargassum neurophorum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
211947;144132;211947;Sargassum notarisii;Zanardini, 1858;Sargassum notarisii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
494900;144132;212001;Sargassum obovatum;Greville, 1849;Sargassum densifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495015;144132;211988;Sargassum oocyste;J.Agardh, 1848;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495017;144132;495017;Sargassum parvifolium;(Turner) C.Agardh, 1820;Sargassum parvifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495016;144132;495016;Sargassum paniculatum;J.Agardh, 1848;Sargassum paniculatum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495053;144132;623861;Sargassum peronii;C.Agardh, 1820;Sargassopsis decurrens;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
503747;144132;494864;Sargassum pinnatifolium;(C.Agardh) C.Agardh, 1824;Sargassum piluliferum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
374532;144132;374532;Sargassum plagiophyllum;C.Agardh, 1824;Sargassum plagiophyllum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495377;144132;495377;Sargassum polyporum;Montagne, 1842;Sargassum polyporum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
211953;144132;211953;Sargassum portierianum;Zanardini, 1858;Sargassum portierianum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
240505;144132;240505;Sargassum salicifolium;Naccari, 1828;Sargassum salicifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
496119;144132;494899;Sargassum sandei;Reinbold, 1913;Sargassum ilicifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
376124;144132;376124;Sargassum saltii;(Turner) C.Agardh, 1824;Sargassum saltii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
500319;144132;494871;Sargassum scoparium;(Mertens ex Turner) C.Agardh, 1820;Sargassum siliquastrum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
494869;144132;494869;Sargassum segii;Yoshida, 1976;Sargassum segii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
376803;144132;376803;Sargassum sonorense;E.Y.Dawson, 1960;Sargassum sonorense;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
500342;144132;494874;Sargassum swartzianum;Yendo, 1907;Sargassum thunbergii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
374469;369923;374469;Myriodesma serrulatum;(J.V.Lamouroux) Endlicher, 1843;Myriodesma serrulatum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Myriodesma;Species;accepted
211948;144132;211948;Sargassum telephifolium;(Turner) C.Agardh, 1820;Sargassum telephifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
500147;144132;376511;Sargassum tenue;J.Agardh, 1848;Sargassum steinitzii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
374539;144132;374539;Sargassum teretifolium;J.Agardh, 1848;Sargassum teretifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495059;144132;495059;Sargassum torvum;J.Agardh, 1889;Sargassum torvum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
381744;144132;381746;Sargassum turneri;(Kützing) Kuntze, 1880;Sargassum subrepandum var. rueppellii f. turneri;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
494986;144132;494986;Sargassum vachellianum;Greville, 1848;Sargassum vachellianum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
499373;144130;374118;Pelvetia babingtonii;(Harvey) De Toni, 1895;Silvetia babingtonii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Pelvetia;Species;unaccepted
494975;144132;494975;Sargassum phyllocystum;C.K.Tseng & Lu, 1979;Sargassum phyllocystum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
500840;144132;495092;Sargassum rhyncophorum;J.Agardh, 1889;Sargassum vestitum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500247;370205;374550;Scytothalia xiphocarpa;J.Agardh, 1848;Scytothalia dorycarpa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Seirococcaceae;Scytothalia;Species;unaccepted
500845;369443;240503;Carpacanthus racemosus;Kützing, 1861;Sargassum lacerifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Carpacanthus;Species;unaccepted
502705;144132;494907;Sargassum dissectifolium;Setchell & N.L.Gardner, 1917;Sargassum palmeri;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
499714;144132;494865;Sargassum opacum;J.Agardh, 1889;Sargassum polycystum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500234;369443;494985;Carpacanthus tenerrimus;(J.Agardh) G.Martens, 1868;Sargassum tenerrimum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Carpacanthus;Species;unaccepted
500245;144132;221475;Sargassum turbinatum;(Linnaeus) C.Agardh, 1820;Turbinaria turbinata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
499711;144132;494856;Sargassum kiushianum;Yendo, 1907;Sargassum micracanthum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500314;369720;494870;Halochloa serratifolia;(C.Agardh) Kützing, 1843;Sargassum serratifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Halochloa;Species;unaccepted
372018;144126;624319;Cystoseira hakodatensis;(Yendo) Fensholt, 1952;Stephanocystis hakodatensis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
499708;144132;494853;Sargassum spathulatum;J.Agardh, 1889;Sargassum horneri;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
496111;144130;374118;Pelvetia wrightii;Okamura, 1902;Silvetia babingtonii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Pelvetia;Species;unaccepted
526783;144132;494853;Sargassum fengeri;J.Agardh, 1889;Sargassum horneri;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
499706;144132;494852;Sargassum micromerum;(J.Agardh) J.Agardh, 1896;Sargassum hemiphyllum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
499716;369720;494862;Halochloa pallida;(Turner) Kützing, 1849;Sargassum pallidum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Halochloa;Species;unaccepted
500128;204560;624312;Cystophyllum onustum;(Mertens) J.Agardh, 1848;Sirophysalis trinodis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophyllum;Species;unaccepted
500216;369443;494981;Carpacanthus oligocystus;(Montagne) Kützing, 1849;Sargassum oligocystum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Carpacanthus;Species;unaccepted
499698;204560;494972;Cystophyllum fusiforme;Harvey, 1860;Sargassum fusiforme;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophyllum;Species;unaccepted
500340;204560;494874;Cystophyllum swartzii;(C.Agardh) J.Agardh, 1848;Sargassum thunbergii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophyllum;Species;unaccepted
213675;204560;624312;Cystophyllum trinode;(Forsskål) J.Agardh, 1848;Sirophysalis trinodis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystophyllum;Species;unaccepted
499794;369600;373370;Durvillaea montagnei;Kützing, 1849;Durvillaea antarctica;Chromista;Ochrophyta;Phaeophyceae;Fucales;Durvillaeaceae;Durvillaea;Species;unaccepted
499468;144129;145548;Fucus balticus;C.Agardh, 1814;Fucus vesiculosus;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
499465;144129;145542;Fucus divergens;J.Agardh, 1872;Fucus ceranoides;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
500041;369778;372019;Hormosira articulata;(J.Agardh) Zanardini, 1858;Hormophysa cuneiformis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Hormosiraceae;Hormosira;Species;unaccepted
666605;369778;373322;Hormosira sieberi;(Bory de Saint-Vincent) Decaisne, 1842;Hormosira banksii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Hormosiraceae;Hormosira;Species;unaccepted
502729;144132;494800;Sargassum affine;J.Agardh;Sargassum filipendula;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500223;144132;494865;Sargassum ambiguum;Sonder, 1871;Sargassum polycystum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
499479;144132;211988;Sargassum anapense;Setchell & N.L.Gardner, 1901;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
211994;144132;211988;Sargassum binderi;Sonder ex J.Agardh, 1848;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
236146;144132;236146;Sargassum cylindrocystum;Figari & De Notaris, 1853;Sargassum cylindrocystum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
498407;144132;494850;Sargassum enerve;C.Agardh, 1820;Sargassum fulvellum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
501984;144132;494844;Sargassum flexile;Greville, 1849;Sargassum angustifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500238;144132;495060;Sargassum isophyllum;(Sonder) J.Agardh, 1848;Sargassum tristichum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
376643;144132;376643;Sargassum nigrescens;Zanardini, 1858;Sargassum nigrescens;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
497813;144132;373349;Sargassum plumosum;A.Richard, 1832;Carpophyllum plumosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495055;144132;495055;Sargassum pulchellum;Grunow, 1888;Sargassum pulchellum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
372052;144132;372052;Sargassum tosaense;Yendo, 1907;Sargassum tosaense;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
495062;144132;495062;Sargassum virgatum;C.Agardh, 1820;Sargassum virgatum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
499531;369977;145541;Ozothallia nodosa;(Linnaeus) Decaisne & Thuret, 1845;Ascophyllum nodosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Ozothallia;Species;unaccepted
708406;144132;551134;Sargassum rodgersianum;Harvey, 1860;Sargassum patens var. rodgersianum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
496196;144126;372019;Cystoseira prolifera;J.Agardh, 1848;Hormophysa cuneiformis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
497473;370137;624308;Pycnophycus brassicaeformis;Kützing, 1860;Brassicophycus brassicaeformis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Pycnophycus;Species;unaccepted
240500;144132;211947;Sargassum forsskalii;Papenfuss, 1968;Sargassum notarisii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
499530;369716;145541;Halicoccus nodosus;(Linnaeus) Lyngbye, 1819;Ascophyllum nodosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Halicoccus;Species;unaccepted
667398;144126;502165;Cystoseira douglasii;Harvey, 1840;Stephanocystis osmundacea;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
494866;144132;494866;Sargassum ringoldianum;Harvey, 1860;Sargassum ringoldianum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
502375;144126;553642;Cystoseira aurantia;Kützing, 1843;Cystoseira barbata f. aurantia;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Cystoseira;Species;unaccepted
666984;369662;371685;Fucodium constrictum;J.Agardh, 1848;Axillariella constricta;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucodium;Species;unaccepted
239234;144129;145536;Fucus ericoides;Linnaeus, 1763;Cystoseira tamariscifolia;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
496636;144129;145518;Fucus foeniculaceus;Linnaeus, 1753;Cystoseira foeniculacea;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
499053;144129;145536;Fucus tamariscifolius;Hudson, 1762;Cystoseira tamariscifolia;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
374294;369600;373370;Durvillaea caepaestipes;(Montagne) Skottsberg, 1919;Durvillaea antarctica;Chromista;Ochrophyta;Phaeophyceae;Fucales;Durvillaeaceae;Durvillaea;Species;unaccepted
374295;370205;374295;Scytothalia obscura;Dickie, 1876;Scytothalia obscura;Chromista;Ochrophyta;Phaeophyceae;Fucales;Seirococcaceae;Scytothalia;Species;accepted
499803;369413;374837;Blossevillea paniculata;(Turner) Decaisne, 1842;Acrocarpia paniculata;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Blossevillea;Species;unaccepted
547579;369413;239175;Blossevillea retorta;(Mertens) Montagne, 1845;Cystophora retorta;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Blossevillea;Species;unaccepted
547580;369413;547580;Blossevillea retroflexa;(Labillardière) J.Agardh;Blossevillea retroflexa;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Blossevillea;Species;accepted
373325;144132;373325;Sargassum scabridum;J.D.Hooker & Harvey, 1845;Sargassum scabridum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
373469;369836;373469;Lessonia adamsiae;C.H.Hay, 1987;Lessonia adamsiae;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Lessoniaceae;Lessonia;Species;accepted
373470;369836;373470;Lessonia tholiformis;C.H.Hay, 1989;Lessonia tholiformis;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Lessoniaceae;Lessonia;Species;accepted
373471;369600;373471;Durvillaea chathamensis;C.H.Hay, 1979;Durvillaea chathamensis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Durvillaeaceae;Durvillaea;Species;accepted
495079;144233;1380854;Zostera capricorni;Ascherson, 1876;Zostera muelleri subsp. capricorni;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Zosteraceae;Zostera;Species;unaccepted
495081;144233;495081;Zostera muelleri;Irmisch ex Ascherson, 1867;Zostera muelleri;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Zosteraceae;Zostera;Species;accepted
373481;369824;373481;Landsburgia myricifolia;J.Agardh, 1870;Landsburgia myricifolia;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Landsburgia;Species;accepted
374710;369762;555296;Heterozostera tasmanica;(Martens ex Ascherson) den Hartog, 1970;Zostera tasmanica;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Zosteraceae;Heterozostera;Species;unaccepted
214345;144195;214345;Ecklonia fastigiata;(Endlicher & Diesing) Papenfuss, 1940;Ecklonia fastigiata;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Lessoniaceae;Ecklonia;Species;accepted
498352;144199;214346;Laminaria schinzii;Foslie, 1893;Laminaria pallida;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Laminariaceae;Laminaria;Species;unaccepted
374540;144132;374540;Sargassum tilesii;Grunow, 1916;Sargassum tilesii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
238877;144129;372019;Fucus articulatus;Forsskål, 1775;Hormophysa cuneiformis;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
495032;144132;495032;Sargassum turbinarioides;Grunow, 1915;Sargassum turbinarioides;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
211946;370418;494984;Sargassum (Sargassum) spathulaefolium;J. Agardh, 1848;Sargassum swartzii;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;alternate representation
526712;144132;526712;Sargassum horridulum;Grunow, 1874;Sargassum horridulum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
211931;144132;211931;Sargassum scopula;Grunow, 1916;Sargassum scopula;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
211977;144132;211977;Sargassum hombronianum;Montagne, 1845;Sargassum hombronianum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
499511;144132;495042;Sargassum cristatum;J.Agardh, 1889;Sargassum distichum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
374526;144132;374526;Sargassum ligulatum;C.Agardh, 1824;Sargassum ligulatum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
374621;144132;374621;Sargassum claviferum;J.Agardh, 1889;Sargassum claviferum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
374703;144233;1379928;Zostera mucronata;Hartog, 1970;Zostera muelleri subsp. mucronata;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Zosteraceae;Zostera;Species;unaccepted
374711;144232;374711;Posidonia angustifolia;Cambridge & Kuo, 1979;Posidonia angustifolia;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Posidoniaceae;Posidonia;Species;accepted
374713;144232;374713;Posidonia ostenfeldii;Hartog, 1970;Posidonia ostenfeldii;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Posidoniaceae;Posidonia;Species;accepted
374714;144232;374714;Posidonia sinuosa;Cambridge & Kuo, 1979;Posidonia sinuosa;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Posidoniaceae;Posidonia;Species;accepted
374719;369336;374719;Amphibolis griffithii;(J.M.Black) den Hartog, 1970;Amphibolis griffithii;Plantae;Tracheophyta;Magnoliopsida;Alismatales;Cymodoceaceae;Amphibolis;Species;accepted
374884;369923;374884;Myriodesma leptophyllum;J.Agardh, 1890;Myriodesma leptophyllum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Myriodesma;Species;accepted
374885;369923;374885;Myriodesma harveyanum;Nizamuddin & Womersley, 1967;Myriodesma harveyanum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Myriodesma;Species;accepted
374886;369923;374886;Myriodesma tuberosum;J.Agardh, 1894;Myriodesma tuberosum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Myriodesma;Species;accepted
496113;144132;494899;Sargassum berberifolium;J.Agardh, 1848;Sargassum ilicifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
495054;144132;495054;Sargassum podacanthum;Sonder, 1845;Sargassum podacanthum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;accepted
499514;144132;550973;Sargassum aciculare;Grunow, 1874;Sargassum filifolium var. aciculare;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500220;370193;623861;Sargassopsis peronii;(C.Agardh) Trevisan, 1843;Sargassopsis decurrens;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassopsis;Species;unaccepted
374172;144132;211988;Sargassum odontocarpum;Sonder, 1871;Sargassum aquifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
374080;144132;494899;Sargassum turbinatifolium;C.K.Tseng & Lu, 1979;Sargassum ilicifolium;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;Species;unaccepted
500204;144129;211957;Fucus lendigerus;Linnaeus, 1753;Sargassum lendigerum;Chromista;Ochrophyta;Phaeophyceae;Fucales;Fucaceae;Fucus;Species;unaccepted
